ID,TITLE_AUTHOR_DATE_COMBINED_NORMALIZED,TITLE,TITLE_REMAINDER,AUTHOR,AUTHOR_QUALIFIER,AUTHOR_DATE,EDITION,BEGIN_PUBLICATION_DATE,PUBDATE_260,PUBDATE_264,PUBPLACE_260,PUBPLACE_264,PUBLISHER_260,PUBLISHER_264,EXTENT,ASSOCIATED_ISBNS,ASSOCIATED_OCLC_NUMBERS,LCCN,ATHABASCA,BROCK,CALGARY,CONCORDIA,LAC,LAVAL,MANITOBA,MCGILL,MEMORIAL,MONTREAL,OTTAWA,QUEENS,REGINA,TORONTO,UALBERTA,UBC,WILFRID_LAURIER,ALL_SCHOOLS,TITLE_MATCH_COUNT,ATHABASCA_RETENTION,BROCK_RETENTION,MEMORIAL_RETENTION,TORONTO_RETENTION,LAC_RETENTION,UBC_RETENTION,CALGARY_RETENTION,UALBERTA_RETENTION,CONCORDIA_RETENTION,LAVAL_RETENTION,MANITOBA_RETENTION,MCGILL_RETENTION,MONTREAL_RETENTION,QUEENS_RETENTION,REGINA_RETENTION,WILFRID_LAURIER_RETENTION,OTTAWA_RETENTION,RETENTIONS_APPLIED
355,anatomieappliqueealexercicecahierdarthrologieeph1181-chap-1984,Anatomie appliquée à l'exercice :,cahier d'arthrologie : EPH 1181 /,"Chapleau, Claude.",,,,1984,1984-1985.,,[Montréal] :,,"La Librairie de l'Université de Montréal,",,47 pages :,,53712954,,,,,,,,,,,YES,,,,,,,,MONTREAL-3288 MONTREAL-3213 MONTREAL-2346,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
356,anatomieappliqueealexercicecahierdarthrologieeph1181-chap-1985,Anatomie appliquée à l'exercice: cahier d'arthrologie :,EPH 1181 /,"Chapleau, Claude.",,,,1985,1985-1986.,,[Montréal] :,,"La Librairie de l'Université de Montréal,",,47 pages,,53778607,,,,,,,,,,,YES,,,,,,,,MONTREAL-2346 MONTREAL-3291 MONTREAL-3288,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
359,anatomieappliqueealexercicecahierdosteologieeph1181-chap-1984,Anatomie appliquée à l'exercice :,cahier d'ostéologie : EPH 1181 /,"Chapleau, Claude.",,,,1984,1984-1985.,,[Montréal] :,,"La Librairie de l'Université de Montréal,",,61 pages :,,53772167,,,,,,,,,,,YES,,,,,,,,MONTREAL-2346 MONTREAL-3291 MONTREAL-3213,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
360,anatomieappliqueealexercicecahierdosteologieeph1181-chap-1985,Anatomie appliquée à l'exercice: cahier d'ostéologie :,EPH 1181 /,"Chapleau, Claude.",,,,1985,1985-1986.,,[Montréal] :,,"La Librairie de l'Université de Montréal,",,61 pages,,53778697,,,,,,,,,,,YES,,,,,,,,MONTREAL-3288 MONTREAL-3213 MONTREAL-3291,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
393,annotatedbibliographyofcanadianpublicfinancerevenueside19461979afirstround-beau-1979,An annotated bibliography of Canadian public finance (revenue side) 1946-1979 :,a first round /,"Beauregard, Christian.",,,,1979,[1979 ?].,,Montreal :,,"Département de science économique et Centre de recherche en développement économique, Université de Montréal,",,221 p.,,25450288,,,,,,YES,,,YES,YES,,,,,,YES,YES,,MEMORIAL-402 LAC-95 UBC-568 MCGILL-25 UALBERTA-1197,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
401,anohmiunprogrammeenaplpourlanalyseloglineairedestableauxdecontingence-bela-1980,ANOHMI: un programme en APL pour l'analyse log-line?aire des tableaux de contingence /,,"Be?land, Franc?ois,",,-1945,,1980,1980,,Que?bec :;Montre?al :,,"Faculte? des sciences de l'e?ducation, Universite? Laval ;;De?partement de sociologie, Universite? de Montre?al,",,158 pages,,1131601061,,,,,,,YES,,,,,,,,YES,,,,TORONTO-1717 LAVAL-104,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
409,antibiotiquesetanticancereuxrecueildenotesenoncotherapiephm2440-dulu-1995,Antibiotiques et anticancéreux :,recueil de notes en oncothérapie (PHM 2440) /,"Dulude, Hélène,",,1962-,,1995,1995.,,"Saint-Laurent, QC :",,"Université de Montréal,",,,,1036150717,,,,,,YES,,,,,,,,,,,,,LAC-1732 LAC-1753,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
434,applicationsoffunctionalanalysistoextremalproblemsforpolynomials-rahm-1968,Applications of functional analysis to extremal problems for polynomials /,,"Rahman, Qazi Ibadur.",,,,1968,1968.,,"Montréal,",,"Les Presses de l'Université de Montréal,",,65 leaves,,"1220454, 869272607",70351738 //r842,,,,YES,,YES,,,YES,YES,,,,YES,YES,YES,,TORONTO-865 MEMORIAL-114 UBC-519 UALBERTA-1358 CONCORDIA-639 LAVAL-113 MONTREAL-6055,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
450,apprendreaseconnaitreenarabe--1997,Apprendre à se connaître-- en arabe.,,,,,,1997,[1997?],,Montréal :,,"Université de Montréal, Centre de langues patrimoniales, Centre d'études ethniques,",,25 p.,,869673918,,,,,,,,,,,YES,,,,,,,,MONTREAL-6907 MONTREAL-6910 MONTREAL-6908 MONTREAL-6909 MONTREAL-6911 MONTREAL-6912 MONTREAL-6913 MONTREAL-6904 MONTREAL-6905 MONTREAL-6914 MONTREAL-6915 MONTREAL-6906,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
468,apprentissagedelanotiondesdeuxsensdelorientationcomparaisondedeuxtypesmixte-page-1967,Apprentissage de la notion des deux sens de l'orientation :,comparaison de deux types (mixte et homogène) de méthode empirique /,"Pagé, Michel,",,1940-,,1967,1967.,,[Montréal] :,,"Université de Montréal,",,106 feuillets,,53744149,,,,,,,,,,,YES,,,,,,,,MONTREAL-2819 MONTREAL-2818,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
